,posting_id,image,image_phash,title,label_group,fold,filepath,pred_concat,target,pred_concat_only,f1_concat
45,train_2666382378,00a56fef82c06a746b24237f66f4c6de.jpg,b0cbce949c94db19,"Mandisa Wine, PANASIA SCARF (Superfine Voal Hijab Premium)",2922,0,app/dataset/shopee-product-matching/train_images/00a56fef82c06a746b24237f66f4c6de.jpg,['train_2666382378'],train_2666382378,train_2666382378,1.0
46,train_3043787667,00a798efae9db3d6d5324daebfea2652.jpg,e9949669b54a199d,SABUN TZUKI,9011,0,app/dataset/shopee-product-matching/train_images/00a798efae9db3d6d5324daebfea2652.jpg,"['train_3043787667' 'train_2856183961' 'train_1420726013'
 'train_1734882388' 'train_643267610' 'train_376606672' 'train_3137411481'
 'train_3466020680']",train_1734882388 train_3043787667 train_2856183961 train_1420726013 train_376606672 train_3257875090 train_3466020680 train_643267610 train_3137411481,train_3043787667 train_2856183961 train_1420726013 train_1734882388 train_643267610 train_376606672 train_3137411481 train_3466020680,0.9411764705882353
47,train_2437872381,00a85688de263b6d315d11e1223e15aa.jpg,e39ac3999834c6ce,Erigo T-Shirt Quality Black,3203,0,app/dataset/shopee-product-matching/train_images/00a85688de263b6d315d11e1223e15aa.jpg,['train_2437872381'],train_2437872381,train_2437872381,1.0
48,train_472067494,00a866b5d5db175b782db8c01a8e178a.jpg,b490ea6b8bc784dc,BSB gantungan hp strap phone tali leher motif sport all type hp,2569,0,app/dataset/shopee-product-matching/train_images/00a866b5d5db175b782db8c01a8e178a.jpg,['train_472067494'],train_472067494,train_472067494,1.0
49,train_2962272674,00a8d112066ea78e33d5ef987091a6b4.jpg,ebe19ec4d31ea103,Set Boneka Jari Binatang Hewan Finget Puppet Mainan Edukasi Anak Bayi Balita PAUD Alat Mendongeng,4839,0,app/dataset/shopee-product-matching/train_images/00a8d112066ea78e33d5ef987091a6b4.jpg,['train_2962272674'],train_2962272674,train_2962272674,1.0
50,train_951314265,00b116ee1a2f59352756dceddf542943.jpg,be6926692c36699c,Islamic Parenting - Aqwam,2072,0,app/dataset/shopee-product-matching/train_images/00b116ee1a2f59352756dceddf542943.jpg,['train_951314265'],train_951314265,train_951314265,1.0
51,train_2051205225,00b2375ec81ee1a5c739a62acc74f216.jpg,e5e73c3863c24a95,Totebag tote bag BTS BT21 Cooky Koya Mang Chimmy Van,6861,0,app/dataset/shopee-product-matching/train_images/00b2375ec81ee1a5c739a62acc74f216.jpg,['train_2051205225'],train_2051205225,train_2051205225,1.0
52,train_2806016221,00b558da33ffb34b620b0b5e79420c23.jpg,bc3cc2c991c3ec27,Spon blender / Sponge beauty blender / spons makeup PREMIUM,10643,0,app/dataset/shopee-product-matching/train_images/00b558da33ffb34b620b0b5e79420c23.jpg,['train_2806016221' 'train_4267397128'],train_2806016221 train_4267397128 train_3880734745 train_1618379615,train_2806016221 train_4267397128,0.6666666666666666
53,train_1648139967,00b5bc701453b04717230b1a5f253a14.jpg,fab111489dc3c76c,Sandal Gladiator Tali Lebar Import 1606-3A,2787,0,app/dataset/shopee-product-matching/train_images/00b5bc701453b04717230b1a5f253a14.jpg,['train_1648139967'],train_1648139967,train_1648139967,1.0
54,train_4175229751,00b9f86046a30f68841671d510077cc6.jpg,a9b6c30b36f03b49,\xe2\x9d\xa4 RATU \xe2\x9d\xa4 MAYCREATE MOISTURIZING SPRAY - LOTION SPRAY MAY CREATE 150ML ORIGINAL,2994,0,app/dataset/shopee-product-matching/train_images/00b9f86046a30f68841671d510077cc6.jpg,"['train_4175229751' 'train_1699906038' 'train_3497907844'
 'train_2677100375' 'train_1354360830' 'train_515008716'
 'train_2930186018' 'train_516663932' 'train_3480877149'
 'train_2041937727']",train_3497907844 train_4175229751 train_2930186018 train_515008716 train_1354360830 train_516663932 train_2677100375 train_3480877149 train_2041937727 train_1699906038,train_4175229751 train_1699906038 train_3497907844 train_2677100375 train_1354360830 train_515008716 train_2930186018 train_516663932 train_3480877149 train_2041937727,1.0
55,train_2905859802,00bcc4e47b0469389105b7ffc143be52.jpg,e6a619994926e63d,Crystallure Supreme Revitalizing Oil Serum 30ml,3466,0,app/dataset/shopee-product-matching/train_images/00bcc4e47b0469389105b7ffc143be52.jpg,['train_2905859802'],train_2905859802,train_2905859802,1.0
56,train_711483468,00be00018abbee3650a340d68a5eb5b0.jpg,fa55447ea5215729,VOLT METER,4812,0,app/dataset/shopee-product-matching/train_images/00be00018abbee3650a340d68a5eb5b0.jpg,['train_711483468'],train_711483468,train_711483468,1.0
57,train_1733811555,00be15de5ebf1c990320e35a0a07cf68.jpg,eb4ac4b5334bcad0,Kacamata Google / Kacamata Goggle Per Pcs,8510,0,app/dataset/shopee-product-matching/train_images/00be15de5ebf1c990320e35a0a07cf68.jpg,['train_1733811555'],train_1733811555,train_1733811555,1.0
58,train_3296206419,00c0bf2f89a9b2fe6a16935dc4d284ef.jpg,eb9635a5a5c8d24a,TummyTrimmer Alat Pengencang Dan Pengecil Perut Lengan Paha Body,8036,0,app/dataset/shopee-product-matching/train_images/00c0bf2f89a9b2fe6a16935dc4d284ef.jpg,['train_3296206419'],train_3296206419,train_3296206419,1.0
59,train_3249862091,00c22ed25816814caa9c434c92d81172.jpg,ba0f78d3bc90c790,Buku Metode Penelitian Kuantitatif Kualitatif dan R&D - Prof Sugiyono,6951,0,app/dataset/shopee-product-matching/train_images/00c22ed25816814caa9c434c92d81172.jpg,['train_3249862091'],train_3249862091,train_3249862091,1.0
60,train_1368113489,00c982e628bbc4dfed595fa941a920d5.jpg,be96c52d916936c2,Wimiu BH Bra Menyusui Zemira BRM 1388,2102,0,app/dataset/shopee-product-matching/train_images/00c982e628bbc4dfed595fa941a920d5.jpg,['train_1368113489'],train_1368113489,train_1368113489,1.0
61,train_2871716249,00ca53e5d90eebb055e908978dc83b59.jpg,f71a42174e3c631d,Parfum Mobil Botol VLEO SCENTS,3096,0,app/dataset/shopee-product-matching/train_images/00ca53e5d90eebb055e908978dc83b59.jpg,['train_2871716249'],train_2871716249 train_2793961452,train_2871716249,0.6666666666666666
62,train_3879247647,00cefe6ea00dafa4e441757802c72636.jpg,fc8e8e9e87713061,(Bundling 2 Pcs) Acnol Lotion 10Ml Acne Lotion Obat Jerawat,4472,0,app/dataset/shopee-product-matching/train_images/00cefe6ea00dafa4e441757802c72636.jpg,"['train_3879247647' 'train_3582330494' 'train_1457505137'
 'train_1812730090' 'train_674056726' 'train_2465941424'
 'train_3378866976']",train_3879247647 train_3378866976 train_674056726 train_1457505137 train_2465941424 train_3582330494 train_1812730090,train_3879247647 train_3582330494 train_1457505137 train_1812730090 train_674056726 train_2465941424 train_3378866976,1.0
63,train_2930186018,00d368b4331f37573f69d083f4437f0d.jpg,8a3bf044fe46d2d4,MAYCREATE MOISTURIZING LOTION/WHITENING SUNSCREEN SPF 50,2994,0,app/dataset/shopee-product-matching/train_images/00d368b4331f37573f69d083f4437f0d.jpg,"['train_2930186018' 'train_1699906038' 'train_4175229751'
 'train_3497907844' 'train_1354360830' 'train_2677100375'
 'train_515008716' 'train_3480877149' 'train_516663932']",train_3497907844 train_4175229751 train_2930186018 train_515008716 train_1354360830 train_516663932 train_2677100375 train_3480877149 train_2041937727 train_1699906038,train_2930186018 train_1699906038 train_4175229751 train_3497907844 train_1354360830 train_2677100375 train_515008716 train_3480877149 train_516663932,0.9473684210526315
64,train_2856183961,00d4a4865fa5c81896287fc2c3ea0e1d.jpg,ee9690c347ceb02e,"SABUN PEMUTIH TZUKI ORIGINAL PENGHILANG JERAWAT, ANTI AGING DAN FLEK HITAM",9011,0,app/dataset/shopee-product-matching/train_images/00d4a4865fa5c81896287fc2c3ea0e1d.jpg,"['train_2856183961' 'train_1420726013' 'train_3043787667'
 'train_1734882388' 'train_643267610' 'train_376606672' 'train_3137411481'
 'train_3466020680']",train_1734882388 train_3043787667 train_2856183961 train_1420726013 train_376606672 train_3257875090 train_3466020680 train_643267610 train_3137411481,train_2856183961 train_1420726013 train_3043787667 train_1734882388 train_643267610 train_376606672 train_3137411481 train_3466020680,0.9411764705882353
65,train_1420726013,00d4a4865fa5c81896287fc2c3ea0e1d.jpg,ee9690c347ceb02e,Tzuki Beauty Soap,9011,0,app/dataset/shopee-product-matching/train_images/00d4a4865fa5c81896287fc2c3ea0e1d.jpg,"['train_1420726013' 'train_2856183961' 'train_3043787667'
 'train_643267610' 'train_1734882388' 'train_376606672' 'train_3137411481'
 'train_3466020680']",train_1734882388 train_3043787667 train_2856183961 train_1420726013 train_376606672 train_3257875090 train_3466020680 train_643267610 train_3137411481,train_1420726013 train_2856183961 train_3043787667 train_643267610 train_1734882388 train_376606672 train_3137411481 train_3466020680,0.9411764705882353
66,train_3377123715,00d97097eeeb5fb5929562d70b1c9928.jpg,fff888845373a48c,COMOTOMO PINK/GREEN 150ML SINGLE PACK BOTTLE,3646,0,app/dataset/shopee-product-matching/train_images/00d97097eeeb5fb5929562d70b1c9928.jpg,['train_3377123715'],train_3377123715,train_3377123715,1.0
67,train_2088327894,00da7df0a12574b0e2d9f2a89ff7186a.jpg,c3c33eaaea3e901c,DASTER KATUN KARTUN KARAKTER / DRESS WANITA BUSUI,4538,0,app/dataset/shopee-product-matching/train_images/00da7df0a12574b0e2d9f2a89ff7186a.jpg,['train_2088327894'],train_2088327894,train_2088327894,1.0
68,train_1648915230,00e3e2ddacb5902fbd98dcb0a5d96ab9.jpg,febc8142d6cf2e20,Gesper Ikat Pinggang Pria Canvas Army Military Tactical 125cm - MU056,2716,0,app/dataset/shopee-product-matching/train_images/00e3e2ddacb5902fbd98dcb0a5d96ab9.jpg,['train_1648915230'],train_1648915230,train_1648915230,1.0
69,train_3582623500,00e65d8466dfdaa6e120f9630acd0a95.jpg,d7802cd873936e9c,Aroma Terapi Pengharum Ruangan Merek Josmine / Aroma Pengharum Ruangan,8785,0,app/dataset/shopee-product-matching/train_images/00e65d8466dfdaa6e120f9630acd0a95.jpg,['train_3582623500'],train_3582623500,train_3582623500,1.0
70,train_533166742,00eacd479b6fc3af8e38fa666bdedd0c.jpg,f0dcca318ebb8c83,Spidol SNOWMAN Whiteboard Marker,5191,0,app/dataset/shopee-product-matching/train_images/00eacd479b6fc3af8e38fa666bdedd0c.jpg,['train_533166742'],train_533166742,train_533166742,1.0
71,train_3139371939,00ed3811fc6176d6756118b14ae2f115.jpg,dac8c6c646c7728d,Wipol 750 ml botol,3250,0,app/dataset/shopee-product-matching/train_images/00ed3811fc6176d6756118b14ae2f115.jpg,['train_3139371939'],train_3139371939,train_3139371939,1.0
72,train_404207615,00ed730f2e7680a457fea19797b98492.jpg,ae2ed1d1d1d12ad8,Natur Hair Tonic Ginseng dan Aloe Vera 90ml,316,0,app/dataset/shopee-product-matching/train_images/00ed730f2e7680a457fea19797b98492.jpg,['train_404207615' 'train_3597470302'],train_404207615 train_3597470302,train_404207615 train_3597470302,1.0
73,train_1015862061,00ee86a6810cd9f2da6dd0f0f01b867f.jpg,ba9ce0331b624eb6,[ Promo Flash Sale ] Luvita Dress | Size S M L XL | Dress Terlaris | Moscrepe HQ | Fashion Muslim,9518,0,app/dataset/shopee-product-matching/train_images/00ee86a6810cd9f2da6dd0f0f01b867f.jpg,['train_1015862061'],train_1015862061,train_1015862061,1.0
74,train_2785578899,00f02f109b48a4d169b9bd1a1e272fc7.jpg,eca5d032db73d04c,BAGGY JEANS CELANA JEAN PLAIN BOYFRIEND MURAH WANITA MUSLIMAH IMPORT MURAH,10730,0,app/dataset/shopee-product-matching/train_images/00f02f109b48a4d169b9bd1a1e272fc7.jpg,['train_2785578899'],train_2785578899,train_2785578899,1.0
75,train_1901526598,00f101ffa0cbcf2c40293058a73e8112.jpg,e5b05992a9d4c7c6,1KG = 7PCS | GEYSA PANTS / CELANA STRADI / CELANA SALUR SELEBGRAM,950,0,app/dataset/shopee-product-matching/train_images/00f101ffa0cbcf2c40293058a73e8112.jpg,['train_1901526598'],train_1901526598,train_1901526598,1.0
